,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp,step27_isol,step27_unsupp,step28_isol,step28_unsupp,step29_isol,step29_unsupp,step30_isol,step30_unsupp,step31_isol,step31_unsupp,step32_isol,step32_unsupp,step33_isol,step33_unsupp,step34_isol,step34_unsupp,step35_isol,step35_unsupp,step36_isol,step36_unsupp,step37_isol,step37_unsupp,step38_isol,step38_unsupp,step39_isol,step39_unsupp,step40_isol,step40_unsupp,step41_isol,step41_unsupp,step42_isol,step42_unsupp,step43_isol,step43_unsupp
9175,2294,0.092,1072,300,730.5,974.5,488,2,50,3,0.663320903,0.674922412,0.018703926,0.023421524,7.146666667,4.87,300,244,-0.01413381,0.404435023,0.426681248,2,48,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9176,2295,0.092,1104.5,300,685,907,444,23,73,5,0.679349939,0.679858108,0.610990037,0.572715573,7.363333333,4.566666667,290,222,0.42771088,0.395347984,0.220841519,20,53,2,17,1,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9177,2295,0.092,1104.5,300,636,849,426,34,80,4,0.679349939,0.672461789,0.610990037,0.595432228,7.363333333,4.24,290,213,0.467513159,0.385678017,0.238971063,20,49,14,17,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9178,2295,0.092,1104.5,300,727,969,484,0,56,2,0.679349939,0.684995331,0.023287467,0.024570287,7.363333333,4.846666667,300,242,-0.012468705,0.295220753,0.445205792,0,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9179,2295,0.092,1104.5,300,725,969,488,0,52,2,0.679349939,0.684995331,0.023287467,0.022510061,7.363333333,4.833333333,300,244,-0.033433701,0.295220753,0.382056093,0,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9180,2296,0.092,1127.5,300,710.5,929.5,438,25,77,10,0.682166345,0.662598845,0.604221858,0.623635024,7.516666667,4.736666667,296.5,219,0.556059148,0.399934902,0.419708445,8,54,10,6,0,10,2,0,0,2,3,0,0,3,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9181,2296,0.092,1127.5,300,746.5,974.5,456,19,65,5,0.682166345,0.694472422,0.604221858,0.6186968,7.516666667,4.976666667,296.5,228,0.534518899,0.388309134,0.195729988,8,47,7,7,4,7,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9182,2296,0.092,1127.5,300,728.5,969.5,482,1,57,4,0.682166345,0.694472422,0.025571757,0.023158158,7.516666667,4.856666667,300,241,0.026893336,0.434578629,0.431306554,0,56,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9183,2296,0.092,1127.5,300,745.5,990.5,490,1,49,4,0.682166345,0.694472422,0.025571757,0.024246785,7.516666667,4.97,300,245,0.040067764,0.455352311,0.431306554,0,48,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9184,2297,0.092,1085.5,300,373.5,511.5,276,113,151,8,0.669036836,0.701648262,0.614377558,0.583621672,7.236666667,2.49,297.5,138,0.494686305,0.472703253,0.339120844,8,50,72,5,0,69,30,0,0,24,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9185,2297,0.092,1085.5,300,0,0,0,249,291,12,0.669036836,0,0.614377558,0,7.236666667,0,297.5,0,0,0,0,8,52,100,5,0,93,116,0,0,116,20,0,0,20,3,0,0,3,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9186,2297,0.092,1085.5,300,720,964,488,1,51,4,0.669036836,0.701648262,0.022667814,0.021610289,7.236666667,4.8,300,244,-0.039461328,0.340937714,0.357613907,0,50,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9187,2297,0.092,1085.5,300,713,957,488,0,52,2,0.669036836,0.701648262,0.022667814,0.026029958,7.236666667,4.753333333,300,244,-0.061954136,0.357613907,0.357613907,0,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9188,2298,0.092,1102,300,757.5,994.5,474,9,57,4,0.676405337,0.679658132,0.581230343,0.588919847,7.346666667,5.05,299.5,237,0.553180469,0.431215418,0.270899668,1,49,8,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9189,2298,0.092,1102,300,722.5,959.5,474,6,60,4,0.676405337,0.677988316,0.581230343,0.58278256,7.346666667,4.816666667,299.5,237,0.513732612,0.474608465,0.22568892,1,54,5,1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9190,2298,0.092,1102,300,742.5,986.5,488,1,51,4,0.676405337,0.679658132,0.028011609,0.026693525,7.346666667,4.95,300,244,0.002896474,0.380996655,0.410807009,0,50,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9191,2298,0.092,1102,300,723.5,965.5,484,1,55,4,0.676405337,0.677988316,0.028011609,0.027641218,7.346666667,4.823333333,300,242,-0.00534532,0.410807009,0.497937213,0,54,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9192,2299,0.092,1126,300,790.5,1032.5,484,1,55,3,0.675399144,0.669916312,0.605709425,0.605150646,7.506666667,5.27,299.5,242,0.519428463,0.419638724,0.318858363,1,54,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9193,2299,0.092,1126,300,788,1030,484,2,54,4,0.675399144,0.67110046,0.605709425,0.607938366,7.506666667,5.253333333,299.5,242,0.536186419,0.419638724,0.394595363,1,52,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9194,2299,0.092,1126,300,742,983,482,2,56,4,0.675399144,0.6862416,0.028343738,0.030071531,7.506666667,4.946666667,299.5,241,-0.023368627,0.512289384,0.305982321,1,54,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9195,2299,0.092,1126,300,755.5,998.5,486,1,53,3,0.675399144,0.6862416,0.028343738,0.026723208,7.506666667,5.036666667,299.5,243,-0.041457385,0.387016701,0.387016701,1,52,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9196,2300,0.092,1123.5,300,779.5,1014.5,470,6,64,6,0.692188076,0.693626687,0.601983428,0.614242321,7.49,5.196666667,300,235,0.54045684,0.304559293,0.377365908,0,58,4,0,0,4,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9197,2300,0.092,1123.5,300,0,0,0,242,298,20,0.692188076,0,0.601983428,0,7.49,0,300,0,0,0,0,0,56,94,0,0,94,27,0,0,27,9,0,0,9,33,0,0,33,51,0,0,51,23,0,0,23,2,0,0,2,1,0,0,1,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9198,2300,0.092,1123.5,300,701,939,476,3,61,4,0.692188076,0.693626687,0.025125393,0.02194021,7.49,4.673333333,299.5,238,-0.010573577,0.410567302,0.410567302,1,58,2,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9199,2300,0.092,1123.5,300,730,971,482,1,57,3,0.692188076,0.693626687,0.025125393,0.022252621,7.49,4.866666667,299.5,241,0.002741143,0.592004652,0.592004652,1,56,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9200,2301,0.092,1131,300,735,966,462,10,68,4,0.680169814,0.643900004,0.608007451,0.625305394,7.54,4.9,297.5,231,0.475530305,0.258323312,0.272063292,5,59,5,4,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9201,2301,0.092,1131,300,767,1005,476,6,58,4,0.680169814,0.666410943,0.608007451,0.617879075,7.54,5.113333333,297.5,238,0.563270865,0.349143349,0.365229997,5,53,1,4,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9202,2301,0.092,1131,300,719.5,958.5,478,1,61,4,0.680169814,0.693928684,0.023309737,0.025722801,7.54,4.796666667,300,239,-8.32E-05,0.308293067,0.413648131,0,60,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9203,2301,0.092,1131,300,742,985,486,0,54,2,0.680169814,0.693928684,0.023309737,0.025662472,7.54,4.946666667,300,243,-0.031855964,0.250309616,0.35566468,0,54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9204,2302,0.092,1159.5,300,288,392,208,138,194,10,0.655951831,0.657492063,0.616738421,0.585492979,7.73,1.92,299,104,0.699023869,0.416777651,0.387918019,2,56,39,2,0,39,74,0,0,74,21,0,0,21,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9205,2302,0.092,1159.5,300,0,0,0,259,281,16,0.655951831,0,0.616738421,0,7.73,0,299,0,0,0,0,2,56,149,1,0,116,47,0,0,47,38,0,0,38,15,0,0,15,5,0,0,5,1,0,0,1,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9206,2302,0.092,1159.5,300,738,979,482,1,57,4,0.655951831,0.668540657,0.026054908,0.025275025,7.73,4.92,300,241,0.012517097,0.28363846,0.316433177,0,56,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9207,2302,0.092,1159.5,300,744.5,986.5,484,0,56,2,0.655951831,0.668540657,0.026054908,0.027882849,7.73,4.963333333,300,242,0.002355346,0.375590203,0.389398454,0,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9208,2303,0.092,1125,300,637.5,844.5,414,33,93,5,0.679538088,0.686496548,0.624306636,0.620576525,7.5,4.25,299.5,207,0.565528616,0.372901043,0.340653405,11,60,0,11,22,0,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,2303,0.092,1125,300,713.5,941.5,456,14,70,5,0.679538088,0.686496548,0.624306636,0.61007881,7.5,4.756666667,299.5,228,0.548078106,0.388696693,0.354374502,11,57,0,10,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9210,2303,0.092,1125,300,711.5,950.5,478,1,61,3,0.679538088,0.686496548,0.023230502,0.022124075,7.5,4.743333333,300,239,-0.002822162,0.312037103,0.262183643,1,60,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9211,2303,0.092,1125,300,723,962,478,2,60,4,0.679538088,0.686496548,0.023230502,0.020154195,7.5,4.82,300,239,0.021668127,0.34341128,0.34341128,1,58,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9212,2304,0.092,1108,300,1,3,4,271,265,14,0.687152468,0.414120934,0.618121394,0,7.386666667,0.006666667,299.5,2,nan,0.345865975,0.345865975,1,58,20,1,0,18,119,0,0,101,78,0,0,56,44,0,0,24,8,0,0,6,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9213,2304,0.092,1108,300,742,979,474,5,61,4,0.687152468,0.694384143,0.618121394,0.634973056,7.386666667,4.946666667,299.5,237,0.486323946,0.380974244,0.314301376,1,56,4,1,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9214,2304,0.092,1108,300,712,953,482,0,58,2,0.687152468,0.694384143,0.023293674,0.020802492,7.386666667,4.746666667,300,241,-0.013183806,0.460561519,0.460561519,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9215,2304,0.092,1108,300,710.5,951.5,482,1,57,4,0.687152468,0.694384143,0.023293674,0.022912668,7.386666667,4.736666667,300,241,-0.018676965,0.32961412,0.425706631,0,56,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216,2305,0.092,1111,300,749,984,470,8,62,4,0.675192736,0.68512119,0.616854724,0.613508466,7.406666667,4.993333333,298,235,0.497950036,0.380657989,0.321284838,4,54,4,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9217,2305,0.092,1111,300,778.5,1016.5,476,6,58,4,0.675192736,0.665264283,0.616854724,0.630216883,7.406666667,5.19,298,238,0.523317163,0.465958705,0.321284838,4,53,2,3,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9218,2305,0.092,1111,300,731.5,972.5,482,3,55,4,0.675192736,0.68512119,0.024697844,0.023040318,7.406666667,4.876666667,300,241,0.041841715,0.390284454,0.364386821,2,53,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9219,2305,0.092,1111,300,745,986,482,3,55,4,0.675192736,0.665264283,0.024697844,0.021993993,7.406666667,4.966666667,300,241,0.008900505,0.390284454,0.342809613,2,53,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220,2306,0.092,1083.5,300,0,0,0,271,269,15,0.687681831,0,0.608916927,0,7.223333333,0,298.5,0,0,0,0,138,49,22,129,88,5,6,71,11,2,0,7,2,0,0,2,1,0,0,1,1,0,0,1,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9221,2306,0.092,1083.5,300,1,3,4,282,254,10,0.687681831,0.487721152,0.608916927,0,7.223333333,0.006666667,298.5,2,nan,0.337780173,0.337780173,138,38,42,123,57,17,20,37,1,20,17,1,3,16,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9222,2306,0.092,1083.5,300,695,934,478,2,60,3,0.687681831,0.701125854,0.02486019,0.019910703,7.223333333,4.633333333,299.5,239,0.001357862,0.38693853,0.458406869,2,58,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9223,2306,0.092,1083.5,300,704,945,482,5,53,4,0.687681831,0.701125854,0.02486019,0.023284783,7.223333333,4.693333333,299.5,241,0.006218876,0.437748576,0.368855312,2,49,3,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9224,2307,0.092,1167,300,557,748,382,52,106,8,0.674736747,0.6682605,0.628468009,0.611225555,7.78,3.713333333,296.5,191,0.532583223,0.312422296,0.275146426,7,58,34,5,0,32,9,0,0,9,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9225,2307,0.092,1167,300,0,0,0,246,294,18,0.674736747,0,0.628468009,0,7.78,0,296.5,0,0,0,0,7,53,40,5,3,39,42,2,0,41,26,0,0,26,65,0,0,65,47,0,0,47,8,0,0,8,6,0,0,6,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9226,2307,0.092,1167,300,758,999,482,0,58,2,0.674736747,0.675466006,0.027580404,0.023721156,7.78,5.053333333,300,241,-0.032743986,0.44812352,0.44812352,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9227,2307,0.092,1167,300,760,1001,482,2,56,4,0.674736747,0.675466006,0.027580404,0.026625472,7.78,5.066666667,300,241,-0.001424312,0.532033416,0.532033416,0,54,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9228,2308,0.092,1104.5,300,711,932,442,22,76,4,0.699664456,0.702481474,0.617040744,0.614749881,7.363333333,4.74,298.5,221,0.527360595,0.424437318,0.300299037,4,55,18,3,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9229,2308,0.092,1104.5,300,1,3,4,247,289,22,0.699664456,0.51443684,0.617040744,0,7.363333333,0.006666667,298.5,2,nan,0.425947242,0.425947242,4,52,68,4,9,66,68,5,0,64,34,0,0,34,24,0,0,24,16,0,0,16,12,0,0,12,7,0,0,7,3,0,0,3,1,0,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9230,2308,0.092,1104.5,300,706.5,947.5,482,1,57,3,0.699664456,0.702481474,0.024034984,0.024680414,7.363333333,4.71,300,241,-0.026869847,0.552727914,0.320785151,1,56,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9231,2308,0.092,1104.5,300,708.5,951.5,486,1,53,3,0.699664456,0.702481474,0.024034984,0.025617741,7.363333333,4.723333333,300,243,-0.032749638,0.511826707,0.320785151,1,52,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9232,2309,0.092,1082,300,506.5,679.5,346,76,118,7,0.684218468,0.680332432,0.627063279,0.617287433,7.213333333,3.376666667,282.5,173,0.56547076,0.411317051,0.26085076,35,52,3,26,28,2,0,28,10,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9233,2309,0.092,1082,300,1,3,4,298,238,11,0.684218468,0.5208839,0.627063279,0,7.213333333,0.006666667,282.5,2,nan,0.455239284,0.455239284,35,53,67,34,61,47,68,41,26,47,20,5,20,5,0,5,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9234,2309,0.092,1082,300,703.5,942.5,478,1,61,3,0.684218468,0.688104503,0.024794317,0.024526392,7.213333333,4.69,300,239,-0.026038539,0.303545458,0.513863628,1,60,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9235,2309,0.092,1082,300,709,951,484,1,55,3,0.684218468,0.688104503,0.024794317,0.021799241,7.213333333,4.726666667,300,242,0.001781123,0.353255661,0.353255661,1,54,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9236,2310,0.092,1101.5,300,716,942,452,23,65,4,0.684835001,0.691468902,0.615839969,0.613688278,7.343333333,4.773333333,294,226,0.468780882,0.33150052,0.416814986,17,49,6,10,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9237,2310,0.092,1101.5,300,708,935,454,17,69,3,0.684835001,0.691468902,0.615839969,0.629861707,7.343333333,4.72,294,227,0.50338553,0.397442896,0.424701567,17,54,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9238,2310,0.092,1101.5,300,708.5,950.5,484,1,55,3,0.684835001,0.691468902,0.02569992,0.025432453,7.343333333,4.723333333,300,242,0.015773977,0.277216683,0.458237183,1,54,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9239,2310,0.092,1101.5,300,711,951,480,2,58,4,0.684835001,0.691468902,0.02569992,0.028148819,7.343333333,4.74,300,240,0.009694243,0.375050102,0.495655848,1,56,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9240,2311,0.0925,1107.5,300,740,973,466,13,61,4,0.678033902,0.669840699,0.62006402,0.618535184,7.383333333,4.933333333,294,233,0.607402562,0.337749881,0.236848211,12,54,1,6,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9241,2311,0.0925,1107.5,300,0,0,0,246,294,14,0.678033902,0,0.62006402,0,7.383333333,0,294,0,0,0,0,12,51,70,10,1,69,103,1,0,103,43,0,0,43,14,0,0,14,1,0,0,1,2,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9242,2311,0.0925,1107.5,300,730,971,482,0,58,2,0.678033902,0.686227105,0.026362984,0.022313452,7.383333333,4.866666667,300,241,-0.028177205,0.464905473,0.426922196,0,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9243,2311,0.0925,1107.5,300,734.5,978.5,488,0,52,2,0.678033902,0.686227105,0.026362984,0.026705814,7.383333333,4.896666667,300,244,-0.021376132,0.448191551,0.448191551,0,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9244,2312,0.0925,1126.5,300,775,1010,470,7,63,4,0.662032779,0.674357363,0.599599797,0.621665775,7.51,5.166666667,299,235,0.553158155,0.354139172,0.281367714,2,56,5,2,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9245,2312,0.0925,1126.5,300,738,963,450,18,72,6,0.662032779,0.674357363,0.599599797,0.620506753,7.51,4.92,299,225,0.562735,0.354139172,0.281367714,2,54,7,2,0,7,9,0,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9246,2312,0.0925,1126.5,300,707,948,482,1,57,3,0.662032779,0.674357363,0.026708222,0.021303005,7.51,4.713333333,300,241,0.002346455,0.535095802,0.535095802,1,56,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
