,rep,intra_thres,init_intra_edge,init_supp_edge,fin_intra_edge,fin_supp_edge,alive_nodes,tot_isol_node,tot_unsupp_node,cas_steps,init_far_node,fin_far_node,init_clust,fin_clust,init_mean_deg,fin_mean_deg,init_larg_comp,fin_larg_comp,deg_assort,dist_deg_cent,dist_bet_cent,step1_isol,step1_unsupp,step2_isol,step2_unsupp,step3_isol,step3_unsupp,step4_isol,step4_unsupp,step5_isol,step5_unsupp,step6_isol,step6_unsupp,step7_isol,step7_unsupp,step8_isol,step8_unsupp,step9_isol,step9_unsupp,step10_isol,step10_unsupp,step11_isol,step11_unsupp,step12_isol,step12_unsupp,step13_isol,step13_unsupp,step14_isol,step14_unsupp,step15_isol,step15_unsupp,step16_isol,step16_unsupp,step17_isol,step17_unsupp,step18_isol,step18_unsupp,step19_isol,step19_unsupp,step20_isol,step20_unsupp,step21_isol,step21_unsupp,step22_isol,step22_unsupp,step23_isol,step23_unsupp,step24_isol,step24_unsupp,step25_isol,step25_unsupp,step26_isol,step26_unsupp,step27_isol,step27_unsupp,step28_isol,step28_unsupp,step29_isol,step29_unsupp,step30_isol,step30_unsupp,step31_isol,step31_unsupp,step32_isol,step32_unsupp,step33_isol,step33_unsupp,step34_isol,step34_unsupp,step35_isol,step35_unsupp,step36_isol,step36_unsupp
116,29,0.05000000000000001,969.5,500.0,542.5,893.5,702,56,142,7,0.6847439321470828,0.6870626047742668,0.005560814566861431,0.006700809478587257,3.878,2.17,486,351,0.0030800243447252577,0.475478217874451,0.44847966157586033,37,90,9,33,7,9,1,7,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,30,0.05000000000000001,972.5,500.0,0,0.0,0,774,126,8,0.6855235101099454,0,0.5598350598350597,0,3.8899999999999997,0.0,190.5,0,0,0,0,674,14,58,81,29,14,7,11,4,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,30,0.05000000000000001,972.5,500.0,0,0.0,0,720,180,5,0.6855235101099454,0,0.5598350598350597,0,3.8899999999999997,0.0,190.5,0,0,0,0,674,23,7,151,39,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,30,0.05000000000000001,972.5,500.0,538.5,884.5,692,65,143,7,0.6855235101099454,0.686296243303557,0.006932757241564976,0.005034865583998532,3.8899999999999997,2.154,489,346,0.058705190657499955,0.40192693567624904,0.480741109164169,37,83,21,33,4,20,2,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,30,0.05000000000000001,972.5,500.0,539,881.0,684,65,151,7,0.6855235101099454,0.686296243303557,0.006932757241564976,0.006920077972709551,3.8899999999999997,2.1559999999999997,489,342,-0.005278566509059995,0.26807257151792585,0.4345198966796876,37,90,19,33,5,19,2,5,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,31,0.05200000000000001,1071.5,500.0,0,0.0,0,716,184,6,0.6857185700265311,0,0.5930508117359528,0,4.286,0.0,234.5,0,0,0,0,605,27,72,149,35,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,31,0.05200000000000001,1071.5,500.0,0,0.0,0,758,142,6,0.6857185700265311,0,0.5930508117359528,0,4.286,0.0,234.5,0,0,0,0,605,32,125,93,26,7,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,31,0.05200000000000001,1071.5,500.0,648.5,1021.5,746,35,119,6,0.6857185700265311,0.6973954722742772,0.010719311813430617,0.0076590002193219365,4.286,2.5940000000000003,493,373,-0.03417311772426505,0.43549019337484046,0.43549019337484046,18,91,12,17,4,8,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,31,0.05200000000000001,1071.5,500.0,645,1021.0,752,34,114,8,0.6857185700265311,0.6973954722742772,0.010719311813430617,0.003514437689969605,4.286,2.58,493,376,-0.02723886710198845,0.43549019337484046,0.47324301866039686,18,82,12,16,0,12,3,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,32,0.05200000000000001,1013.0,500.0,0,0.0,0,781,119,6,0.6814556445683961,0,0.5643181371044979,0,4.052,0.0,137.5,0,0,0,0,710,14,39,98,29,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,32,0.05200000000000001,1013.0,500.0,0,0.0,0,742,158,5,0.6814556445683961,0,0.5643181371044979,0,4.052,0.0,137.5,0,0,0,0,710,20,3,131,29,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,32,0.05200000000000001,1013.0,500.0,550,895.0,690,61,149,6,0.6814556445683961,0.6900940716641448,0.005127215780402983,0.004202898550724638,4.052,2.2,486,345,-0.05314158457955203,0.46585233090201905,0.45670346852856547,33,93,20,28,7,20,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,32,0.05200000000000001,1013.0,500.0,578.5,938.5,720,49,131,6,0.6814556445683961,0.6900940716641448,0.005127215780402983,0.004783950617283952,4.052,2.314,486,360,-0.02794903949231392,0.4814061274970264,0.4814061274970264,33,89,8,28,5,8,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,33,0.05200000000000001,1006.0,500.0,1,3.0,4,746,150,5,0.6860009531012983,0.5097131092449659,0.5519436971378351,0.0,4.024,0.004,143.5,2,nan,0.476045078814614,0.476045078814614,703,13,4,124,39,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,33,0.05200000000000001,1006.0,500.0,0,0.0,0,744,156,5,0.6860009531012983,0,0.5519436971378351,0,4.024,0.0,143.5,0,0,0,0,703,23,15,126,26,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,33,0.05200000000000001,1006.0,500.0,595.5,962.5,734,39,127,7,0.6860009531012983,0.6885866229937008,0.010922329864606638,0.010494788287703817,4.024,2.3819999999999997,492.5,367,-0.035374155960522125,0.41050804654578565,0.2537459564124922,23,90,10,21,4,10,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,33,0.05200000000000001,1006.0,500.0,599.5,963.5,728,42,130,7,0.6860009531012983,0.6885866229937008,0.010922329864606638,0.004599467992325136,4.024,2.3979999999999997,492.5,364,0.0025473679793470367,0.3113396409830279,0.4941572087735544,23,89,9,22,8,9,0,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,34,0.05200000000000001,1030.5,500.0,1,3.0,4,707,189,7,0.6927161481506581,0.5729612417853619,0.5674102455350487,0.0,4.122,0.004,201.5,2,nan,0.44998595233478417,0.44998595233478417,655,18,8,144,38,1,0,22,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,34,0.05200000000000001,1030.5,500.0,0,0.0,0,753,147,6,0.6927161481506581,0,0.5674102455350487,0,4.122,0.0,201.5,0,0,0,0,655,22,52,115,44,4,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,34,0.05200000000000001,1030.5,500.0,578.5,933.5,710,57,133,9,0.6927161481506581,0.6997596838757639,0.0041831969515020535,0.0013816230717639166,4.122,2.314,490.5,355,-0.07519657469185537,0.4102687993340401,0.39380082561243634,34,81,10,29,7,10,1,7,4,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,34,0.05200000000000001,1030.5,500.0,582,933.0,702,59,139,8,0.6927161481506581,0.6997596838757639,0.0041831969515020535,0.0014245014245014246,4.122,2.328,490.5,351,-0.0693211406616547,0.3264145066733265,0.37952235881148666,34,86,12,28,6,12,5,6,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,35,0.05200000000000001,1014.0,500.0,2,5.0,6,752,142,7,0.6871696257707836,0.5365375156171329,0.5510091956304077,0.0,4.056,0.008,227,3,-1.0,0.37937581205499954,0.37937581205499954,660,18,61,116,30,2,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,35,0.05200000000000001,1014.0,500.0,0,0.0,0,741,159,5,0.6871696257707836,0,0.5510091956304077,0,4.056,0.0,227,0,0,0,0,660,32,51,118,30,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,35,0.05200000000000001,1014.0,500.0,581,939.0,716,48,136,8,0.6871696257707836,0.7005990248112384,0.007269419528715885,0.008786689722443914,4.056,2.324,488.5,358,-0.03929858074744143,0.38379436381154297,0.35051470542765784,25,94,10,20,3,9,9,3,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,35,0.05200000000000001,1014.0,500.0,584.5,942.5,716,51,133,6,0.6871696257707836,0.7005990248112384,0.007269419528715885,0.006451183825485502,4.056,2.338,488.5,358,-0.039265642436640755,0.29114384680573685,0.4114359666147891,25,89,17,20,3,16,6,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,36,0.05400000000000001,1108.0,500.0,0,0.0,0,738,162,6,0.6858828950214884,0,0.5661530617793529,0,4.432,0.0,275,0,0,0,0,585,33,53,108,96,1,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,36,0.05400000000000001,1108.0,500.0,0,0.0,0,678,222,5,0.6858828950214884,0,0.5661530617793529,0,4.432,0.0,275,0,0,0,0,585,21,7,191,86,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,36,0.05400000000000001,1108.0,500.0,669,1040.0,742,37,121,7,0.6858828950214884,0.6897266532965901,0.009593803427995554,0.011132503315791725,4.432,2.676,492.5,371,-0.007746316291676575,0.3892078371683553,0.32002544432515434,25,93,8,17,2,7,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,36,0.05400000000000001,1108.0,500.0,664,1029.0,730,44,126,7,0.6858828950214884,0.6897266532965901,0.009593803427995554,0.013178853110359962,4.432,2.6559999999999997,492.5,365,0.01429985256300285,0.4285938179098282,0.4971752204449763,25,89,14,20,3,12,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,37,0.05400000000000001,1090.5,500.0,0,0.0,0,686,214,6,0.6827236908701018,0,0.5792066592589238,0,4.362,0.0,334.5,0,0,0,0,553,41,97,166,33,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,37,0.05400000000000001,1090.5,500.0,0,0.0,0,710,190,7,0.6827236908701018,0,0.5792066592589238,0,4.362,0.0,334.5,0,0,0,0,553,36,87,140,67,5,1,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,37,0.05400000000000001,1090.5,500.0,691.5,1073.5,764,24,112,6,0.6827236908701018,0.695499149788215,0.003893484682958367,0.0036140197789412453,4.362,2.766,494.5,382,-0.04474272997050499,0.5144067581492204,0.3931811895555215,17,93,5,12,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,37,0.05400000000000001,1090.5,500.0,665,1044.0,758,25,117,6,0.6827236908701018,0.695499149788215,0.003893484682958367,0.003052100347614859,4.362,2.66,494.5,379,-0.003685576973915441,0.4461577362050416,0.3931811895555215,17,93,5,16,2,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,38,0.05400000000000001,1107.0,500.0,0,0.0,0,713,187,7,0.6912136305312342,0,0.5430459843392634,0,4.428,0.0,325.5,0,0,0,0,554,33,96,141,58,7,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,38,0.05400000000000001,1107.0,500.0,1,3.0,4,720,176,6,0.6912136305312342,0.2248896182387703,0.5430459843392634,0.0,4.428,0.004,325.5,2,nan,0.21303917511757103,0.21303917511757103,554,32,105,134,58,5,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,38,0.05400000000000001,1107.0,500.0,676.5,1056.5,760,23,117,7,0.6912136305312342,0.6959588955555875,0.010794666983572163,0.007225355054302421,4.428,2.706,495.5,380,-0.03982230234750122,0.43999210349104334,0.4895079408473677,14,95,7,13,1,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,38,0.05400000000000001,1107.0,500.0,717,1106.0,778,21,101,4,0.6912136305312342,0.6959588955555875,0.010794666983572163,0.011042763292120616,4.428,2.8680000000000003,495.5,389,-0.038431987640421224,0.48834393707445034,0.3401445323110827,14,84,7,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,39,0.05400000000000001,1074.5,500.0,0,0.0,0,736,164,7,0.6897724510472929,0,0.5577430102875034,0,4.298,0.0,343.5,0,0,0,0,519,40,124,107,85,8,4,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,39,0.05400000000000001,1074.5,500.0,0,0.0,0,700,200,6,0.6897724510472929,0,0.5577430102875034,0,4.298,0.0,343.5,0,0,0,0,519,39,115,148,58,5,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,39,0.05400000000000001,1074.5,500.0,612,975.0,726,41,133,11,0.6897724510472929,0.6924460757575214,0.007327019178465746,0.004418645327736235,4.298,2.448,493.5,363,-0.0432519321451528,0.4758990828036957,0.4758990828036957,19,94,7,17,7,7,2,7,3,2,0,3,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,39,0.05400000000000001,1074.5,500.0,662.5,1040.5,756,28,116,5,0.6897724510472929,0.6924460757575214,0.007327019178465746,0.008379715522572667,4.298,2.6500000000000004,493.5,378,-0.03750548119066599,0.4990633719310815,0.4990633719310815,19,90,7,17,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,40,0.05400000000000001,1118.0,500.0,0,0.0,0,692,208,7,0.6840748828380949,0,0.5695063831533249,0,4.4719999999999995,0.0,278.5,0,0,0,0,520,46,123,145,45,10,2,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,40,0.05400000000000001,1118.0,500.0,0,0.0,0,713,187,5,0.6840748828380949,0,0.5695063831533249,0,4.4719999999999995,0.0,278.5,0,0,0,0,520,38,126,127,61,11,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,40,0.05400000000000001,1118.0,500.0,657.5,1029.5,744,36,120,5,0.6840748828380949,0.6920448591751931,0.007566023892889753,0.005795570916538659,4.4719999999999995,2.63,495,372,-0.019048179992812247,0.4585419577802614,0.4033550415755882,24,90,11,18,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,40,0.05400000000000001,1118.0,500.0,641.5,1013.5,744,32,124,4,0.6840748828380949,0.6920448591751931,0.007566023892889753,0.008847499573306026,4.4719999999999995,2.566,495,372,-0.03550251984449811,0.36737641048089753,0.39882732166742974,24,95,8,21,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,41,0.056000000000000015,1138.0,500.0,0,0.0,0,656,244,7,0.6820759693425759,0,0.5873320842565273,0,4.552,0.0,349.5,0,0,0,0,343,52,92,132,153,22,56,26,10,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,41,0.056000000000000015,1138.0,500.0,0,0.0,0,700,200,5,0.6820759693425759,0,0.5873320842565273,0,4.552,0.0,349.5,0,0,0,0,343,59,234,108,115,20,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,41,0.056000000000000015,1138.0,500.0,692,1067.0,750,30,120,6,0.6820759693425759,0.6783684442004523,0.005831771261838305,0.005973544973544974,4.552,2.768,496,375,-0.006154922618257737,0.3559128002819887,0.4387898945698932,14,90,13,14,1,13,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,41,0.056000000000000015,1138.0,500.0,686.5,1066.5,760,24,116,5,0.6820759693425759,0.678865070763106,0.005831771261838305,0.0045133667502088555,4.552,2.746,496,380,-0.003220746200346066,0.5094782514083307,0.4387898945698932,14,92,9,14,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,42,0.056000000000000015,1180.0,500.0,0,0.0,0,633,267,7,0.6851088904710737,0,0.5569061858277207,0,4.720000000000001,0.0,424,0,0,0,0,273,52,177,159,136,24,45,25,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,42,0.056000000000000015,1180.0,500.0,0,0.0,0,688,212,6,0.6851088904710737,0,0.5569061858277207,0,4.720000000000001,0.0,424,0,0,0,0,273,63,248,90,144,37,19,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,42,0.056000000000000015,1180.0,500.0,722,1106.0,768,21,111,4,0.6851088904710737,0.6855047875267957,0.007481605044584236,0.006489654731842233,4.720000000000001,2.888,496.5,384,0.029342749754592938,0.46072187570809947,0.5378121495477857,12,92,9,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,42,0.056000000000000015,1180.0,500.0,708,1092.0,768,23,109,6,0.6851088904710737,0.6855047875267957,0.007481605044584236,0.007315434854497354,4.720000000000001,2.832,496.5,384,0.05045764656818348,0.46072187570809947,0.3636264426605697,12,87,5,11,5,5,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,43,0.056000000000000015,1215.0,500.0,0,0.0,0,612,288,7,0.6848974865138737,0,0.5823441699216803,0,4.86,0.0,364.5,0,0,0,0,273,62,152,159,131,45,52,14,3,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
