20,0.03,346,500,0,0,0,874,26,3,0.681557086,0,0.300138258,0,1.384,0,13,0,0,0,0,874,2,0,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.03,346,500,0,0,0,875,25,3,0.681557086,0,0.300138258,0,1.384,0,13,0,0,0,0,874,1,1,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.03,346,500,0,0,0,769,131,5,0.681557086,0,0,0,1.384,0,227.5,0,0,0,0,645,34,102,93,21,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.03,346,500,0,0,0,779,121,5,0.681557086,0,0,0,1.384,0,227.5,0,0,0,0,645,30,111,88,22,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.03,347.5,500,0,0,0,873,27,3,0.70084732,0,0.297977196,0,1.39,0,15.5,0,0,0,0,869,3,4,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.03,347.5,500,0,0,0,869,31,3,0.70084732,0,0.297977196,0,1.39,0,15.5,0,0,0,0,869,0,0,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.03,347.5,500,0,0,0,708,192,5,0.70084732,0,0.002187227,0,1.39,0,208.5,0,0,0,0,655,22,30,166,20,4,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.03,347.5,500,0,0,0,730,170,5,0.70084732,0,0.002187227,0,1.39,0,208.5,0,0,0,0,655,23,37,142,38,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.03,330.5,500,0,0,0,885,15,3,0.687737158,0,0.290925639,0,1.322,0,14.5,0,0,0,0,874,4,11,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.03,330.5,500,0,0,0,875,25,3,0.687737158,0,0.290925639,0,1.322,0,14.5,0,0,0,0,874,2,1,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.03,330.5,500,0,0,0,785,115,6,0.687737158,0,0,0,1.322,0,242,0,0,0,0,681,27,87,86,15,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.03,330.5,500,0,0,0,735,165,5,0.687737158,0,0,0,1.322,0,242,0,0,0,0,681,20,24,141,30,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.03,352,500,0,0,0,878,22,3,0.685837833,0,0.296936819,0,1.408,0,13,0,0,0,0,874,3,4,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.03,352,500,0,0,0,874,26,3,0.685837833,0,0.296936819,0,1.408,0,13,0,0,0,0,874,3,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.03,352,500,0,0,0,771,129,6,0.685837833,0,0.005049151,0,1.408,0,253.5,0,0,0,0,611,31,128,93,29,1,1,4,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.03,352,500,0,0,0,745,155,5,0.685837833,0,0.005049151,0,1.408,0,253.5,0,0,0,0,611,30,88,117,45,3,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.03,346.5,500,0,0,0,873,27,4,0.694762375,0,0.300517826,0,1.386,0,14.5,0,0,0,0,871,3,0,24,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.03,346.5,500,0,0,0,878,22,3,0.694762375,0,0.300517826,0,1.386,0,14.5,0,0,0,0,871,4,7,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.03,346.5,500,0,0,0,744,156,5,0.694762375,0,0.001298701,0,1.386,0,232.5,0,0,0,0,673,19,46,131,24,3,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.03,346.5,500,0,0,0,790,110,6,0.694762375,0,0.001298701,0,1.386,0,232.5,0,0,0,0,673,26,99,80,16,1,0,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.03,362.5,500,0,0,0,876,24,4,0.672893955,0,0.355574782,0,1.45,0,13.5,0,0,0,0,873,4,1,20,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.03,362.5,500,0,0,0,879,21,3,0.672893955,0,0.355574782,0,1.45,0,13.5,0,0,0,0,873,5,6,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.03,362.5,500,0,0,0,709,191,5,0.672893955,0,0.003675702,0,1.45,0,275,0,0,0,0,542,45,85,134,74,8,8,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.03,362.5,500,0,0,0,739,161,5,0.672893955,0,0.003675702,0,1.45,0,275,0,0,0,0,542,29,112,118,84,2,1,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.03,344,500,0,0,0,874,26,4,0.687355386,0,0.275464439,0,1.376,0,16.5,0,0,0,0,867,4,5,22,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.03,344,500,0,0,0,872,28,4,0.687355386,0,0.275464439,0,1.376,0,16.5,0,0,0,0,867,5,4,23,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.03,344,500,0,0,0,750,150,5,0.687355386,0,0.001073883,0,1.376,0,238,0,0,0,0,647,25,66,121,37,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.03,344,500,0,0,0,804,96,5,0.687355386,0,0.001073883,0,1.376,0,238,0,0,0,0,647,28,122,66,32,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.03,368.5,500,0,0,0,870,30,3,0.688129649,0,0.36529171,0,1.474,0,18,0,0,0,0,864,2,6,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.03,368.5,500,0,0,0,866,34,3,0.688129649,0,0.36529171,0,1.474,0,18,0,0,0,0,864,4,2,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.03,368.5,500,0,0,0,710,190,7,0.688129649,0,0.00109075,0,1.474,0,282.5,0,0,0,0,516,41,125,123,57,14,10,8,2,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.03,368.5,500,0,0,0,674,226,6,0.688129649,0,0.00109075,0,1.474,0,282.5,0,0,0,0,516,40,61,172,91,4,3,10,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
